# t,a,e,i,Omega,omega,varpi,f,M,lam
8.400750000000000000e+06,3.024685249870107739e+01,1.265214802569610518e-02,1.819006354968739858e+00,1.299093443451173755e+02,3.109082862903502473e+02,8.081763063546760861e+01,8.115667273836713491e+01,7.972620273405239288e+01,1.605438333695200015e+02
8.766000000000000000e+06,3.021873044516410900e+01,7.397540983518515953e-03,1.820507165614043688e+00,1.297581588412091378e+02,3.146727569846972870e+02,8.443091582590641053e+01,1.008835890607255692e+02,1.000502754229260489e+02,1.844811912488324595e+02
9.131250000000000000e+06,3.000532126678959344e+01,1.126597054364919352e-02,1.822537816273942735e+00,1.297497099256014792e+02,2.754643641800049636e+02,4.521407410560644280e+01,1.642155797779558952e+02,1.638615322110854606e+02,2.090756063166919034e+02
9.496500000000000000e+06,2.995920232723285537e+01,1.365379143044810270e-02,1.824066230269205890e+00,1.296832686860331876e+02,2.895390171841173697e+02,5.922228587015058565e+01,1.740370002195657264e+02,1.738727883197989286e+02,2.330950741899495142e+02
9.861750000000000000e+06,3.018977980305651343e+01,7.184225537846086057e-03,1.826027973410986327e+00,1.295197109353984501e+02,2.834949083194006789e+02,5.301461925479915038e+01,-1.569244198322384420e+02,2.033998557057439029e+02,2.564144749605430320e+02
1.022700000000000000e+07,3.024699179007849281e+01,8.743243442341220445e-03,1.826521222053056892e+00,1.294147829027596117e+02,2.589396492557114584e+02,2.835443215847104526e+01,-1.093618182836194137e+02,2.515854680251332240e+02,2.799399001836042657e+02
1.059225000000000000e+07,3.006951859602539656e+01,1.204116882365158063e-02,1.825819756322717424e+00,1.293536313149016905e+02,2.855238327075160782e+02,5.487746402241776167e+01,-1.118899249510764804e+02,2.493947060987614464e+02,3.042721701211792151e+02
1.095750000000000000e+07,3.002325300804256969e+01,8.923798665162810395e-03,1.830451105765611208e+00,1.292664503901685862e+02,2.981394498881745676e+02,6.740590027834311115e+01,-9.997200821297248297e+01,2.610362904249452072e+02,3.284421907032883041e+02
1.132275000000000000e+07,3.020496299508820925e+01,1.122316672949344452e-02,1.830640479392461328e+00,1.291850043161809083e+02,2.618638991463461707e+02,3.104890346252711808e+01,-3.979028798465419925e+01,3.210274768232821998e+02,3.520763802858093072e+02
1.168800000000000000e+07,3.026571202601810384e+01,1.594913057986429086e-02,1.829942422917862466e+00,1.289782060859270416e+02,2.767262377470925685e+02,4.570444383301958169e+01,-3.125673094661243923e+01,3.296819605306510539e+02,1.538640436367061604e+01
1.205325000000000000e+07,3.002420284965369746e+01,9.848640241997835484e-03,1.832705467735296523e+00,1.290021892840432542e+02,3.052791181763224131e+02,7.428130746036566734e+01,-3.555630622809275110e+01,3.250960346156060723e+02,3.937734207597171121e+01
1.241850000000000000e+07,2.993554629339732642e+01,5.949296248443159026e-03,1.833023061996084113e+00,1.289330137873972717e+02,2.816237798726499477e+02,5.055679366004725495e+01,1.327964222592572341e+01,1.312372154938958957e+01,6.368051520943684807e+01
1.278375000000000000e+07,3.013242046674204744e+01,1.271563415432155897e-02,1.836481525801618941e+00,1.287864638523860492e+02,2.844567736814690875e+02,5.324323753385512958e+01,3.532299844638025377e+01,3.448704025223338476e+01,8.773027778608852145e+01
1.314900000000000000e+07,3.028602635660104525e+01,1.541383638337676457e-02,1.833877609253737440e+00,1.287267816800230094e+02,3.116087499851561802e+02,8.033553166517917532e+01,3.182444210880426994e+01,3.090212192536923297e+01,1.112376535905484047e+02
1.351425000000000000e+07,3.011560581155438499e+01,8.965385458772191438e-03,1.834487329584415516e+00,1.286310185129820240e+02,3.062842320731563177e+02,7.491525058613838439e+01,6.073250668861150103e+01,5.983924131458850582e+01,1.347544919007268902e+02
1.387950000000000000e+07,3.000436311922078403e+01,1.115139725522387194e-02,1.838412871926284220e+00,1.286172888347487060e+02,2.817553101845217043e+02,5.037259901927038896e+01,1.096511111160129701e+02,1.084443091821247549e+02,1.588169082013951368e+02
1.424475000000000000e+07,3.015769054840331975e+01,1.134501847815512499e-02,1.838053493351265333e+00,1.285159966626130768e+02,3.088865925095244620e+02,7.740258917213752454e+01,1.068727024589125847e+02,1.056255687452145224e+02,1.830281579173520470e+02
1.461000000000000000e+07,3.026044372893474232e+01,7.069763977427588261e-03,1.837449344004753904e+00,1.283821854648772387e+02,3.149429030706999697e+02,8.332508853557719419e+01,1.242182579749881342e+02,1.235463570098970649e+02,2.068714455454742449e+02
1.497525000000000000e+07,3.008349847363453122e+01,1.073622713177043234e-02,1.838798703885164310e+00,1.283910361229399086e+02,2.861030892730080382e+02,5.449412539594793259e+01,1.758071750334165131e+02,1.757164975727782519e+02,2.302106229687261703e+02
1.534050000000000000e+07,2.992764327175493477e+01,1.500248621193087974e-02,1.839593622094883196e+00,1.283204120899551697e+02,2.979464427188467539e+02,6.626685480880195200e+01,-1.724712540053138525e+02,1.877565340264243332e+02,2.540233888352263136e+02
1.570575000000000000e+07,3.010209049734359610e+01,8.611795161483474376e-03,1.842945154189061352e+00,1.281941830342906599e+02,2.978521486442609785e+02,6.604633167855163833e+01,-1.481825358716127141e+02,2.123406079387806642e+02,2.783869396173323025e+02
1.607100000000000000e+07,3.027833415986910737e+01,1.005689882947203607e-02,1.840634037663700262e+00,1.281951887059009039e+02,2.552723620055941467e+02,2.346755071149501504e+01,-8.199283302691080166e+01,2.791471504496591933e+02,3.026147011611542439e+02
1.643625000000000000e+07,3.016398389551294201e+01,1.394607227949476273e-02,1.840789837691326980e+00,1.280799458541029878e+02,2.833154307531686982e+02,5.139537660727169310e+01,-8.701797856105932283e+01,2.745770400903994641e+02,3.259724166976711786e+02
1.680150000000000000e+07,2.999856134160100396e+01,1.053014608828423473e-02,1.845759772479480088e+00,1.280874126548371237e+02,3.105818188362416663e+02,7.866923149107874735e+01,-9.058656439522988535e+01,2.706201134909741199e+02,3.492893449820528531e+02
1.716675000000000000e+07,3.011001132579666617e+01,9.881123974204609681e-03,1.844624150033041143e+00,1.279758041830364448e+02,2.806980468939634648e+02,4.867385107699991664e+01,-3.586169248775267704e+01,3.247976731576003431e+02,1.347152423460025439e+01
1.753200000000000000e+07,3.027126631525193901e+01,1.644612913418252303e-02,1.845762690881978640e+00,1.279010646070078110e+02,2.819090478589050122e+02,4.981011246591283026e+01,-1.221535433179264096e+01,3.481786422715530307e+02,3.798875473746588938e+01
1.789725000000000000e+07,3.012716344169576388e+01,1.325410887405180545e-02,1.845099663493371178e+00,1.279298383242617803e+02,3.029592799653394195e+02,7.088911828960119976e+01,-9.436006846596765030e+00,3.508105748170727338e+02,6.169969310667393358e+01
1.826250000000000000e+07,2.994982560917393499e+01,7.359619234106355365e-03,1.847724207932924356e+00,1.278157182860237242e+02,2.924317942953687748e+02,6.024751258139247057e+01,2.485836995422013374e+01,2.450561346866235723e+01,8.475312605005483135e+01
1.862775000000000000e+07,3.004081590540626578e+01,1.148890672956595638e-02,1.850396915566246969e+00,1.277379860239098832e+02,2.883067672614425874e+02,5.604475328535246348e+01,5.371996295275439337e+01,5.266406330768656119e+01,1.087088165930390318e+02
1.899300000000000000e+07,3.026069810207090782e+01,1.411451306995689832e-02,1.848759336473399628e+00,1.276959565938618368e+02,3.190970685538610496e+02,8.679302514772284383e+01,4.777417363309329801e+01,4.658497197049202043e+01,1.333779971182148643e+02
1.935825000000000000e+07,3.019714719077832399e+01,9.625295953647347580e-03,1.850173801972929910e+00,1.276413492607775311e+02,3.154265667538467142e+02,8.306791601462421681e+01,7.545086539757728872e+01,7.438520576260052053e+01,1.574531217772247373e+02
1.972350000000000000e+07,3.002780848071538244e+01,1.180131989722900746e-02,1.853951167018930146e+00,1.275971992918032640e+02,2.908447350523999262e+02,5.844193434420318312e+01,1.231090096763518034e+02,1.219707706517562542e+02,1.804127049959594444e+02
2.008875000000000000e+07,3.008164934298921978e+01,1.256950666239810104e-02,1.854163406749733234e+00,1.274943953938837353e+02,3.089456094632725467e+02,7.644000485715626780e+01,1.285552860072274939e+02,1.274222800782360423e+02,2.038622849353923243e+02
2.045400000000000000e+07,3.024388989848656095e+01,6.710000941783562413e-03,1.855937874117292052e+00,1.274320799125521972e+02,3.252189290768844785e+02,9.265100898943667573e+01,1.363508713299404462e+02,1.358182020838802373e+02,2.284692110733169272e+02
2.081925000000000000e+07,3.016583998163841684e+01,8.856184292844978753e-03,1.856233681450159656e+00,1.274649945875646608e+02,2.841581514189298332e+02,5.162314600649445850e+01,-1.590548755205774967e+02,2.013101667476779824e+02,2.529333127541724764e+02
2.118450000000000000e+07,2.995579763787261385e+01,1.639192851431797021e-02,1.857892844702106361e+00,1.273366941714864993e+02,3.034008660190540922e+02,7.073756019054056310e+01,-1.553781502629109355e+02,2.054132612163997749e+02,2.761508214069403380e+02
2.154975000000000000e+07,3.002071114654641448e+01,1.151444834287053062e-02,1.860665688385082506e+00,1.272668138296520794e+02,3.152369439655530527e+02,8.250375779520510378e+01,-1.439879488480628993e+02,2.167932811001831226e+02,2.992970388953882548e+02
2.191500000000000000e+07,3.022952096023145785e+01,1.016422712892465531e-02,1.860039997900493125e+00,1.271911715611008304e+02,2.736799025999096671e+02,4.087107416101049040e+01,-7.825457870319723952e+01,2.828839824853429263e+02,3.237550566463534096e+02
2.228025000000000000e+07,3.024318117027138086e+01,1.498416500304531294e-02,1.861878833360260943e+00,1.271329915379935471e+02,2.808294968844247705e+02,4.796248842241830346e+01,-6.099874121573662222e+01,3.004948283096808268e+02,3.484573167320991161e+02
2.264550000000000000e+07,3.004178069915211324e+01,1.239050914956185169e-02,1.863805780247587363e+00,1.270829732152269997e+02,3.087453331282793556e+02,7.582830634350639798e+01,-6.521891394858877788e+01,2.960651574493250564e+02,1.189346379283147215e+01
2.301075000000000000e+07,3.006236084660170604e+01,1.026791131766718879e-02,1.865872137902506500e+00,1.269642015176033993e+02,2.994079556025616853e+02,6.637215712016507041e+01,-3.225753032421401656e+01,3.283663905027051442e+02,3.473854762287021458e+01
2.337600000000000000e+07,3.021814280532907659e+01,1.553764462617386773e-02,1.867335485094885783e+00,1.268828495004877510e+02,2.937141749653495140e+02,6.059702446583725077e+01,-1.846872524978746988e+00,3.582098481194630608e+02,5.880687258530033290e+01
2.374125000000000000e+07,3.019673987029871043e+01,1.482940566188756248e-02,1.868531802891830518e+00,1.268611658683670242e+02,3.112821073165826533e+02,7.814327318494962071e+01,5.696726853792256406e+00,5.529895677807830978e+00,8.367316886275746413e+01
2.410650000000000000e+07,2.998773911420865090e+01,8.715470527723201410e-03,1.869020028382267995e+00,1.267944861925593045e+02,2.959756338466187913e+02,6.277012003917810290e+01,4.555072362977988831e+01,4.484102203681479892e+01,1.076111420759929018e+02
2.447175000000000000e+07,2.998606036999585811e+01,1.164863181085416463e-02,1.871574323516662863e+00,1.266896394569433255e+02,2.913201712609136962e+02,5.800981071785700749e+01,7.376623114140923576e+01,7.248776733174115350e+01,1.304975780495981610e+02
2.483700000000000000e+07,3.021042204716905033e+01,1.405892150940315707e-02,1.871646302261509742e+00,1.266212911235071203e+02,3.240578581236399032e+02,9.067914924714703773e+01,6.490342860275248427e+01,6.345102396019436952e+01,1.541301732073414144e+02
2.520225000000000000e+07,3.025356575709006535e+01,9.373994583652751206e-03,1.872133971122121876e+00,1.265081860865132199e+02,3.386369172065925568e+02,1.051451032931057910e+02,7.483161376167704759e+01,7.379677466005793463e+01,1.789418779531637256e+02
2.556750000000000000e+07,3.007594228544788351e+01,1.027865126423625416e-02,1.873785511684430638e+00,1.264760838890569659e+02,2.959757203618585777e+02,6.245180425091552934e+01,1.414783748609266070e+02,1.407403569629515516e+02,2.031921612138670810e+02
