# t,a,e,i,Omega,omega,varpi,f,M,lam
3.652500000000000000e+07,9.538199367475431956e+00,7.539281103270305262e-02,2.476640749577563305e+00,1.080448849414788697e+02,7.323140548100211333e+01,1.812762904224809688e+02,1.351780213283763317e+02,1.288377359707686196e+02,3.101140263932495600e+02
3.689025000000000000e+07,9.550624258082459406e+00,7.370855337940797336e-02,2.487360157579052267e+00,1.053874097375521615e+02,8.227703883775882332e+01,1.876644485753110132e+02,1.094749659249895188e+02,1.013692032400278435e+02,2.890336518153388283e+02
3.725550000000000000e+07,9.580916665874005034e+00,6.967446649781756929e-02,2.488965975059039160e+00,1.027261139042397389e+02,9.230520904972806306e+01,1.950313229539678161e+02,8.150018351442514586e+01,7.367052964976760165e+01,2.687018526037354036e+02
3.762075000000000000e+07,9.519716953500225287e+00,6.618101167324243195e-02,2.482716305827145753e+00,1.001332814438176797e+02,9.589312669622935914e+01,1.960264081400470388e+02,5.812252364269107119e+01,5.185078812365980383e+01,2.478771962637068214e+02
3.798600000000000000e+07,9.577483668425248453e+00,6.823143244073760771e-02,2.464108875179416014e+00,9.753698872963035171e+01,1.050286120423886160e+02,2.025656007720189677e+02,2.813167277090470009e+01,2.460576189438267392e+01,2.271713626664016203e+02
3.835125000000000000e+07,9.570640420591349340e+00,6.338536919817666648e-02,2.434693795227444557e+00,9.500016683373021920e+01,1.135509406563197956e+02,2.085511074900500148e+02,-1.726235985994246658e+00,3.584825860774797093e+02,2.070336935675297525e+02
3.871650000000000000e+07,9.518701288681898021e+00,5.662022943696803229e-02,2.399538448684032321e+00,9.240690094414105715e+01,1.211230403688389288e+02,2.135299413129799859e+02,-3.030144005513860250e+01,3.328554827145746913e+02,1.863854240275546772e+02
3.908175000000000000e+07,9.583509901136862297e+00,5.530885317319832878e-02,2.349201581336547662e+00,8.988944896009130048e+01,1.246417848049021160e+02,2.145312337649934307e+02,-5.337970341002657193e+01,3.115823655716670260e+02,1.661135993366604566e+02
3.944700000000000000e+07,9.538855905464455276e+00,5.191627562177867500e-02,2.296165077175890357e+00,8.742269457020294965e+01,1.359832226636145833e+02,2.234059172338175188e+02,-8.344495231207436348e+01,2.824365508660656587e+02,1.458424680998831207e+02
3.981225000000000000e+07,9.535971833286309263e+00,4.607900539852215205e-02,2.229826789978576418e+00,8.488206034912548148e+01,1.436000425195184107e+02,2.284821028686438922e+02,-1.080392097569636292e+02,2.570341185257105394e+02,1.255162213943544032e+02
4.017750000000000000e+07,9.585134672740814210e+00,4.220969047452251960e-02,2.159095965381944815e+00,8.254886364163944279e+01,1.477359353076405171e+02,2.302847989492799741e+02,-1.288316794592593624e+02,2.350116481353094855e+02,1.052964470845894027e+02
4.054275000000000000e+07,9.520454475692991636e+00,4.118057705708056543e-02,2.083051461730872411e+00,8.018186812009071218e+01,1.598554642104785444e+02,2.400373323305692566e+02,-1.568027384191931901e+02,2.051101050825124616e+02,8.514743741308176084e+01
4.090800000000000000e+07,9.561685400360639520e+00,3.524669463787961921e-02,1.993924522634735741e+00,7.802725452044128929e+01,1.702774893387442603e+02,2.483047438591855496e+02,1.766457502511071311e+02,1.764030457456538272e+02,6.470778960483939102e+01
4.127325000000000000e+07,9.574327241532582633e+00,2.906582133051528738e-02,1.902616260509487178e+00,7.596131430363780623e+01,1.775673348033861316e+02,2.535286491070239094e+02,1.527318654845929302e+02,1.511758455129096035e+02,4.470449461993354134e+01
4.163850000000000000e+07,9.521457666659099317e+00,3.076653746793066302e-02,1.804025624554201457e+00,7.400270710579862055e+01,1.842641864010403481e+02,2.582668935068389828e+02,1.289910278103836845e+02,1.262107458653596268e+02,2.447763937219859187e+01
